Timestamp,pres,temp1,umid,temp2,V450,B500,G550,Y570,O600,R650,temps1,temps2,lumina
11/2/2022 22:00,995.1506958,7.589118958,99.99694824,9.407879829,0,0,0,0,0,0,11.9375,11.28125,0
11/2/2022 23:00,995.2302856,5.635353088,99.99694824,7.897259712,0,0,0,0,0,0,11.8984375,10.7109375,0
11/3/2022 0:00,995.3244629,5.409469604,99.99694824,7.726056099,0,0,0,0,0,0,11.84375,10.40625,0
11/3/2022 1:00,995.6503296,4.770011902,99.99694824,7.252728462,0,0,0,0,0,0,11.765625,10.0546875,0
11/3/2022 2:00,996.0841675,3.5652771,99.99694824,5.923382759,0,0,0,0,0,0,11.671875,9.5546875,0
11/3/2022 3:00,996.1765137,2.923576355,99.99694824,5.586010933,0,0,0,0,0,0,11.5703125,9.1953125,0
11/3/2022 4:00,996.119873,2.478538513,99.99694824,5.022046089,0,0,0,0,0,0,11.4453125,8.8671875,0
11/3/2022 5:00,996.2845459,1.477775574,99.99694824,4.100567818,0,0,0,0,0,0,11.3046875,8.390625,0
11/3/2022 6:00,996.3850708,1.372138977,99.99694824,4.206311226,0.00150049,0.001628798,0.001325722,0.001177117,0.001226686,0.001149629,11.1640625,8.1796875,0.008008442
11/3/2022 7:00,996.7918701,1.690742493,99.99694824,4.397656441,10.34887695,11.58075619,6.595468521,6.850818634,5.72248888,6.624162674,11.0078125,8.0390625,47.72257185
11/3/2022 8:00,997.3685913,5.126266479,99.99694824,7.761303902,47.1318779,50.82665253,59.63496399,43.42736053,71.91567993,35.14646149,10.859375,8.7890625,308.0829964
11/3/2022 9:00,997.5021973,11.70624542,93.40820313,12.67585468,118.9338074,153.1233368,117.20047,124.0818176,117.0360489,118.4577789,10.734375,10.5625,748.8332596
11/3/2022 10:00,997.3876648,14.30030441,83.39080811,15.08025885,118.5303841,138.7671395,122.0357743,113.2976074,124.2283287,108.1978111,10.72265625,11.6875,725.057045
11/3/2022 11:00,997.2731323,16.8943634,73.37341309,17.48466301,118.1269608,124.4109421,126.8710785,102.5133972,131.4206085,97.93784332,10.7109375,12.8125,701.2808304
11/3/2022 12:00,996.8348389,19.75224304,63.09204102,19.68513298,164.0453644,195.1896362,133.5653992,141.0932159,141.0947418,189.8474426,10.8203125,13.90625,964.8358001
11/3/2022 13:00,996.086853,17.2405014,62.75939941,17.79182243,100.4995651,90.50634766,62.04312897,64.12632751,63.51654816,71.48168182,10.9921875,13.4140625,452.1735992
11/3/2022 14:00,995.7171021,21.32727814,56.29272461,19.19166374,82.79701233,78.37451935,67.64630127,60.41550446,63.38040161,58.54946136,11.1953125,13.7734375,411.1632004
